,AL.oldAL1,AL.oldAL2,CR.oldCR1,CR.oldCR2
Sh3bgrl2,39,100,80,92
Gm36120,25,32,37,21
Elovl4,11,4,1,3
Gm57060,1,3,0,0
Gm36278,6,9,8,11
Bckdhb,419,653,324,649
Gm46124,0,2,0,6
Tent5a,211,245,269,448
Ibtk,408,447,328,734
Ube2cbp,100,101,63,143
Dop1a,1059,1033,1047,2031
Pgm3,269,357,309,712
Rwdd2a,6,1,2,6
Me1,396,370,415,715
A330041J22Rik,8,12,16,12
Prss35,2,3,0,2
Snap91,712,616,654,1251
Cyb5r4,532,475,460,1086
Mrap2,12,3,4,4
Cep162,458,466,410,796
Nt5e,19,46,3,2
Snx14,561,605,561,1030
Gm28229,11,12,12,21
Syncrip,742,753,653,1463
Snhg5,41,43,21,39
Zfp949,224,295,212,370
Trim43a,6,1,3,8
9430037G07Rik,2,2,7,8
Mthfsl,78,110,94,165
Gm10634,9,5,7,25
Bcl2a1d,3,0,0,0
Trim43c,1,0,3,1
9330159M07Rik,26,41,47,55
Gm2396,2,0,0,0
Bcl2a1a,1,2,0,1
4930579C12Rik,2,1,3,3
Bcl2a1b,4,2,1,1
Mthfs,677,816,865,1588
Minar1,139,80,143,362
Gm47409,1,4,1,7
Tmed3,97,161,193,242
Ankrd34c,2,5,6,8
4930524O08Rik,1,0,0,1
Rasgrf1,129,143,57,172
Ctsh,27,24,27,11
Morf4l1,1533,1253,1661,3325
Adamts7,0,2,1,0
Tbc1d2b,62,87,72,107
Plscr1,112,118,88,157
Plscr2,6,10,3,14
1700057G04Rik,1,2,0,2
Plscr4,95,57,57,160
Plod2,50,25,50,81
Dipk2a,83,88,89,116
Slc9a9,1154,1182,961,2094
Chst2,0,2,0,0
U2surp,891,853,825,1572
Gm28424,5,6,3,4
Paqr9,21,10,16,41
Gm32542,2,0,1,0
Pcolce2,1,0,2,5
Trpc1,742,524,827,1843
Pls1,338,451,265,557
Atr,408,396,476,724
Gm16794,34,55,51,76
Xrn1,1567,1615,1512,2910
C78334,1,7,2,8
Gm28085,9,7,11,14
Gk5,235,251,251,372
Tfdp2,566,614,607,1220
Atp1b3,277,251,232,600
BC043934,2,0,2,3
Rnf7,100,76,98,144
Gm28729,48,51,51,83
Gm57055,18,20,23,25
Rasa2,762,841,704,1566
Zbtb38,374,437,378,755
A930006L05Rik,3,4,5,18
Pxylp1,221,297,258,449
Spsb4,8,4,0,4
Gm19325,13,27,15,49
Slc25a36,921,802,1041,2241
Gm16185,3,13,13,24
Clstn2,359,207,269,806
4921534H16Rik,5,0,1,4
Nmnat3,457,586,603,959
Rbp1,14,16,21,23
Rbp2,0,1,2,5
4930579K19Rik,7,37,23,29
Copb2,416,589,431,938
Mrps22,49,60,60,130
Gm37637,5,7,7,11
Faim,109,102,128,256
Gm1123,3,8,2,9
Pik3cb,322,270,195,447
Cep70,1182,1026,1427,2153
4930422M22Rik,2,12,9,16
Esyt3,11,2,3,23
Mras,131,144,129,215
Nme9,0,3,5,8
Armc8,614,931,764,1342
Dbr1,42,45,32,75
Dzip1l,172,213,200,269
Il20rb,77,68,97,247
Nck1,536,720,573,1148
Slc35g2,91,155,118,259
Stag1,2716,2552,2699,5556
Pccb,292,356,322,610
Msl2,366,383,321,759
Ppp2r3a,919,1302,1447,2176
Ephb1,6,10,6,7
Ky,537,517,375,872
Cep63,264,249,222,373
Anapc13,31,48,57,67
4930533D04Rik,0,1,6,2
Amotl2,151,81,113,193
Ryk,484,485,553,907
Slco2a1,493,416,557,915
Rab6b,226,242,144,292
Srprb,119,155,95,187
Trf,3,3,1,1
Inhca,62,57,53,93
Topbp1,147,145,123,254
Cdv3,247,180,198,431
5830418P13Rik,0,1,1,1
Bfsp2,3,2,4,3
Gm16252,0,0,1,0
Tmem108,1465,1420,1490,2453
Gm32743,8,11,17,18
4932413F04Rik,6,3,5,5
Nphp3,173,233,236,420
Uba5,393,688,424,868
Acad11,152,229,165,311
Ackr4,9,19,10,16
Dnajc13,1781,1599,1544,3139
Acpp,0,9,0,2
Cpne4,73,142,15,91
Mrpl3,220,271,228,494
Gm47106,2,4,5,9
Nudt16,17,20,33,25
Nek11,138,135,164,278
Aste1,115,141,219,327
Atp2c1,522,566,487,1028
Gm19667,1,4,1,6
Pik3r4,229,190,181,456
Col6a6,129,176,19,116
Col6a5,0,4,0,3
D030055H07Rik,3,0,3,3
Glyctk,4,2,6,5
Wdr82,155,224,195,376
Ppm1m,19,24,12,22
Twf2,21,43,16,37
Alas1,121,189,134,254
Poc1a,30,35,27,45
Gm29123,2,7,8,2
Dusp7,35,20,15,35
Rpl29,33,125,122,120
Acy1,11,11,14,26
Abhd14a,54,77,56,96
Abhd14b,36,38,37,63
Pcbp4,58,61,38,81
Parp3,5,8,9,7
Rrp9,32,39,23,55
Tex264,94,84,96,193
Rad54l2,529,522,441,964
Dcaf1,481,524,550,1004
Manf,263,300,285,606
Gm37612,11,9,10,21
Rbm15b,102,59,45,166
4930524O07Rik,1,6,1,6
Dock3,940,989,551,2022
Mapkapk3,20,30,8,23
Cish,25,17,14,33
Hemk1,70,100,65,137
6430571L13Rik,25,9,19,19
Cacna2d2,17,33,7,25
Tmem115,24,35,24,34
Cyb561d2,9,9,9,12
Nprl2,39,46,38,91
Zmynd10,2,2,1,0
Rassf1,356,253,420,896
Gm9917,8,2,8,12
Tusc2,10,14,6,15
Hyal2,3,5,6,19
Gm16343,1,5,1,1
Hyal1,8,18,34,27
Naa80,7,13,11,11
Hyal3,7,12,17,16
Ifrd2,25,29,28,57
Lsmem2,0,0,1,1
Gm38150,0,1,2,1
Sema3b,3,0,2,1
Gnai2,359,398,338,550
Slc38a3,0,0,1,2
Gnat1,1,0,0,1
Gm57061,0,1,1,0
Sema3f,2,7,0,3
Rbm5,1743,2126,1749,3347
Rbm6,2049,2272,2122,4125
Mon1a,64,150,72,123
Mst1r,1,0,0,2
Traip,8,5,10,25
Uba7,31,31,20,60
Inka1,1,2,0,2
4921523L03Rik,0,1,3,5
Cdhr4,4,5,4,12
4930535L15Rik,2,2,0,6
Ip6k1,965,1138,1060,2161
Gm38134,10,19,24,39
Gmppb,40,86,62,157
Rnf123,107,160,135,233
Gm20529,2,4,4,11
Amigo3,38,23,19,118
Apeh,20,45,40,77
Bsn,341,444,301,536
4930447F24Rik,3,7,3,3
Dag1,324,414,296,462
Nicn1,42,73,55,82
Amt,23,36,30,38
Tcta,34,80,60,75
Rhoa,552,621,611,1035
Gpx1,12,10,17,8
Gm57028,21,16,24,30
Usp4,439,542,438,884
Gm37963,0,1,2,3
1700102P08Rik,32,35,31,69
Iho1,2,1,2,10
Klhdc8b,95,90,98,169
Ccdc71,28,36,36,37
Lamb2,2,9,1,3
Usp19,302,273,251,498
Qars,96,101,68,147
Qrich1,871,911,931,1947
Impdh2,47,35,36,67
Ndufaf3,10,13,10,14
4833445I07Rik,6,17,16,20
Dalrd3,93,94,104,133
Wdr6,140,169,161,249
P4htm,219,285,193,331
Gm38163,7,5,1,2
Arih2,857,775,890,2123
Slc25a20,122,86,112,235
Prkar2a,362,376,310,794
Ip6k2,819,917,832,1685
Nckipsd,83,77,46,118
Gm35025,23,36,36,47
Celsr3,281,347,199,454
Gm57039,4,2,0,4
Slc26a6,25,24,21,40
Tmem89,2,1,1,5
Uqcrc1,66,80,73,163
Col7a1,14,5,8,17
Pfkfb4,75,68,82,135
Shisa5,70,108,30,29
Atrip,88,157,111,207
Tma7,32,19,40,54
Ccdc51,43,46,39,67
Gm7628,0,1,2,1
Plxnb1,111,141,86,170
Fbxw15,0,1,0,1
Fbxw24,1,0,0,2
Nme6,26,47,54,80
Cdc25a,65,77,64,107
Map4,587,617,469,1097
Dhx30,415,478,441,828
Smarcc1,813,729,670,1424
Cspg5,20,15,10,21
Elp6,24,36,29,48
Scap,265,347,212,400
Ptpn23,356,253,238,517
Klhl18,203,232,164,306
Kif9,142,169,199,306
Setd2,1669,1547,1229,2857
Nradd,15,23,11,32
Nbeal2,189,172,119,247
Ccdc12,235,330,221,470
Gm35715,4,14,10,11
Pth1r,3,2,5,15
Tmie,3,5,3,0
Als2cl,9,6,3,6
Lrrc2,2,0,0,1
Rtp3,0,0,0,0
Gm10030,2,2,6,0
Ccrl2,2,4,8,12
Lrrfip2,1215,1140,1176,2798
Mlh1,256,346,291,516
Epm2aip1,312,451,368,683
Trank1,4,5,6,9
Stac,1,1,2,1
AU023762,0,0,4,2
Gm36745,2,0,0,2
Pdcd6ip,666,684,587,1293
Clasp2,3079,2940,3495,6913
Ubp1,683,634,552,1289
Fbxl2,437,399,482,932
Gm47950,4,5,7,10
Susd5,0,1,0,0
4930520O04Rik,1,3,6,4
Crtap,23,13,19,34
Glb1,195,189,241,358
Tmppe,2,0,1,0
Gm57032,1,0,2,2
Ccr4,2,2,5,3
Trim71,59,66,122,67
Cnot10,1078,1088,1072,2276
Dync1li1,521,454,448,913
Cmtm6,31,36,47,58
Cmtm7,44,103,49,72
Gm9888,1,4,1,0
Cmtm8,211,327,154,483
Gpd1l,77,67,70,140
Osbpl10,308,358,249,415
Rps27rt,4,21,12,12
Stt3b,718,645,589,1339
Tgfbr2,97,61,2,5
Rbms3,4227,5311,4571,8509
Gm17396,8,15,25,24
Gm26614,0,1,2,4
Zcwpw2,374,523,369,742
Azi2,628,573,672,1527
Cmc1,197,243,244,387
Gm17399,9,28,15,35
Golga4,2736,3196,2059,4235
Itga9,98,178,96,172
Gm2415,8,9,12,15
Ctdspl,3545,3254,2884,5780
Vill,11,1,4,16
Plcd1,2,2,0,1
Dlec1,33,43,34,72
Slc22a14,17,33,19,28
Slc22a13b,0,2,2,1
Oxsr1,164,137,101,256
Gm57027,6,18,10,9
Myd88,18,5,5,18
Acaa1a,120,140,96,191
Xylb,24,17,18,41
Acvr2b,218,236,189,379
Gm47320,7,21,10,17
4930516B21Rik,1,1,1,2
Exog,75,76,68,129
Scn5a,0,0,0,2
Scn11a,2,1,0,0
Gm2449,14,8,12,20
Wdr48,323,356,281,749
Cx3cr1,27,38,27,117
Gorasp1,22,62,27,41
Ttc21a,13,10,19,27
Csrnp1,173,22,79,350
1700019L13Rik,12,16,8,17
Slc25a38,36,44,17,49
Rpsa,187,514,302,361
Gm38642,4,1,5,14
Myrip,120,212,165,152
D830035M03Rik,2,5,3,6
Eif1b,80,75,55,135
Entpd3,266,410,209,389
Rpl14,173,298,172,214
5830454E08Rik,2,1,2,1
Gm39460,3,1,5,5
Ctnnb1,498,558,465,903
Ulk4,570,508,459,1013
Gm34655,10,14,9,29
Trak1,1480,1836,1064,2977
Gm47095,1,4,1,1
Lyzl4,126,237,184,281
Vipr1,607,696,623,1529
Sec22c,48,61,51,122
Ss18l2,41,48,44,88
Nktr,5724,5780,5113,11221
E530011L22Rik,29,35,29,84
Zfp651,83,97,117,171
Klhl40,12,7,5,15
Hhatl,112,78,138,191
Ccdc13,36,46,47,80
Higd1a,288,311,264,490
Gm47112,2,9,2,4
Gm47113,16,19,9,22
Ackr2,4,3,1,5
1700048O20Rik,9,16,6,13
Pomgnt2,73,146,97,144
Snrk,279,374,313,548
Gm47121,7,8,28,14
Ano10,260,330,276,521
Gm26797,60,85,88,145
Abhd5,81,102,71,123
A730085K08Rik,2,4,8,11
9530059O14Rik,0,1,1,1
Tcaim,164,244,171,307
Gm35549,16,14,12,33
Zfp445,686,727,728,1396
Gm47140,10,5,11,17
A530083I20Rik,10,18,10,28
Zkscan7,60,89,65,123
Zfp660,8,13,6,23
Zfp105,25,15,21,27
ENSMUSG00000121452,2,6,7,5
1110059G10Rik,35,37,43,64
Kif15,4,3,1,11
Gm9856,74,139,95,133
Tmem42,28,39,22,51
Tgm4,32,20,15,64
Zdhhc3,248,304,231,495
Exosc7,93,178,109,192
Clec3b,0,2,2,3
Cdcp1,342,510,410,676
Tmem158,1,0,0,3
ENSMUSG00000121445,2,1,2,1
Lars2,18302,5257,6539,11092
Limd1,333,392,350,637
Gm57036,9,5,2,12
Sacm1l,672,719,639,1433
Slc6a20b,2,12,10,20
Slc6a20a,10,5,5,5
Ccr9,6,18,8,22
Lztfl1,609,717,967,1444
Gm17021,16,25,32,57
Fyco1,441,576,474,844
Cxcr6,2,4,4,13
Gm57030,1,1,1,1
Gm57020,0,3,1,1
Ccr1,0,0,0,0
Ccr2,0,3,0,0
Ccr5,3,3,0,1
Gm39469,93,171,202,314
2010315B03Rik,166,263,220,302
Gm47181,1,2,3,4
Ppp2r3d,192,158,132,440
Ppp1r14c,11,8,9,15
Plekhg1,413,810,290,1003
Mthfd1l,512,794,565,1676
Akap12,233,184,137,589
Zbtb2,645,225,446,1069
Gm21781,48,48,58,103
Rmnd1,181,234,219,396
Gm16153,16,34,20,46
Armt1,50,98,54,89
Ccdc170,6,1,1,0
Esr1,17,12,3,12
Syne1,6048,3984,3273,8293
Myct1,0,0,0,2
Fbxo5,20,14,21,26
Mtrf1l,80,81,93,183
Rgs17,862,1182,854,1744
Oprm1,13,21,3,4
Ipcef1,94,109,39,62
Cnksr3,777,644,863,1686
Gm53610,40,90,92,137
Ulbp1,10,8,10,3
Lrp11,624,737,794,1402
Pcmt1,403,495,462,827
A630066F11Rik,2,9,2,7
Nup43,18,49,32,50
Lats1,436,515,426,909
Katna1,237,223,247,499
Gm20470,24,49,35,69
Ginm1,104,82,149,206
B430219N15Rik,4,0,0,3
Ppil4,417,408,450,977
Zc3h12d,33,24,14,26
Tab2,947,852,903,1788
Ust,200,163,25,150
Sash1,771,705,625,1500
Gm48727,8,7,12,31
Gm48728,3,7,6,19
Gm48748,15,22,23,46
Gm48749,14,37,29,36
Samd5,669,1405,743,1627
Stxbp5,1327,1233,1160,2636
Gm46210,31,28,31,71
Gm28905,173,172,97,266
Gm48278,1,1,0,1
Gm48281,0,2,1,3
Gm48279,0,0,1,0
4930598N05Rik,5,7,0,6
Adgb,1354,1141,1102,2273
Rab32,0,0,0,8
Grm1,1,1,0,4
Shprh,801,883,852,1545
4930432B10Rik,24,61,59,97
Fbxo30,115,120,158,277
Epm2a,285,285,423,693
Utrn,6298,6476,5373,12839
B230208H11Rik,2,3,2,2
Stx11,14,7,4,4
Sf3b5,6,24,13,13
Plagl1,51,30,57,154
Zc2hc1b,4,0,0,2
Ltv1,118,87,120,268
Phactr2,140,233,152,214
Fuca2,31,31,46,84
Pex3,246,216,235,484
Adat2,11,12,11,9
Aig1,1895,2399,1883,3696
Gm56954,2,3,0,4
Hivep2,1874,2150,1336,3888
Adgrg6,0,5,0,0
Vta1,330,402,432,790
Gm16234,1,3,3,4
Nmbr,26,28,26,61
Gm47710,0,2,4,4
Gm47712,3,2,8,12
Gm40604,11,6,20,44
Gm20125,21,22,11,64
Gm47760,10,14,13,36
Gm47761,66,79,85,107
Gm47769,6,7,10,13
Gm47771,5,0,0,2
Cited2,60,146,45,51
Gm20655,0,2,0,0
Txlnb,1,1,0,4
Heca,677,496,826,2229
Abracl,40,27,72,100
Reps1,1139,792,1074,3256
Ect2l,0,3,10,2
Ccdc28a,154,153,210,310
Gm10827,4,8,12,11
Nhsl1,348,388,359,614
Hebp2,6,0,2,3
Arfgef3,1766,2238,2008,3989
Gm32926,211,332,370,479
Gm4922,1,3,2,3
4930444F02Rik,0,4,8,7
Perp,35,29,44,61
Tnfaip3,184,155,93,154
Ifngr1,143,148,96,197
Slc35d3,35,20,28,31
Pex7,584,751,626,1342
Map3k5,2175,2307,2687,4989
Map7,2635,2736,2505,5694
4930405J17Rik,4,6,4,3
Gm48249,13,17,18,38
4933406P04Rik,13,13,18,14
Bclaf1,2041,1834,2372,4904
Mtfr2,16,10,6,49
Pde7b,111,259,126,138
Ahi1,1847,1944,2193,4197
Gm20149,5,7,10,12
Hbs1l,1063,887,899,2138
4930455C13Rik,25,33,27,66
Aldh8a1,3,0,0,3
Sgk1,11,38,7,28
Gm34267,2,4,6,0
Raet1e,12,4,0,3
Gm26740,82,101,0,2
ENSMUSG00000121430,3,3,1,2
Slc2a12,12,9,23,23
Tbpl1,81,90,77,170
Gm10824,0,0,0,0
Eya4,7,1,0,0
Rps12,191,336,190,307
Slc18b1,57,68,48,82
Vnn3,2,1,5,6
Vnn1,1,2,2,1
Taar1,8,4,4,7
Gm40614,0,2,3,2
Stx7,398,474,356,793
Moxd1,0,0,0,1
Gm15270,5,5,0,1
Ccn2,1,4,1,0
Enpp1,19,36,55,67
Enpp3,21,13,36,53
Med23,424,441,393,747
Arg1,124,143,199,174
Gm36172,1,2,4,5
Akap7,484,555,551,1002
Gm40617,6,4,9,18
Epb41l2,702,658,598,1206
Gm36543,12,24,19,26
4930401C15Rik,4,2,1,0
Tmem200a,13,13,1,5
L3mbtl3,145,201,202,213
Gm48893,3,6,8,8
Arhgap18,400,874,511,838
Lama2,4742,6938,2571,7215
Gm30228,6,2,6,5
Ptprk,4444,4561,4580,10539
Themis,40,87,0,5
Soga3,740,739,704,1273
9330159F19Rik,232,245,231,387
Gm46218,50,135,86,134
Echdc1,94,150,109,194
Rnf146,256,240,291,460
Gm40621,6,7,3,4
Cenpw,5,6,5,9
Trmt11,261,222,165,414
Gm20300,44,64,53,94
Hint3,105,188,180,227
Ncoa7,1862,1732,2689,3682
Hey2,0,2,2,12
Hddc2,13,18,13,27
Tpd52l1,134,126,151,206
Gm48094,1,0,5,2
Rnf217,1368,1303,1043,2678
Nkain2,18,6,6,15
Trdn,0,5,2,6
Rsph4a,114,40,266,412
Zup1,606,603,622,1095
A830082N09Rik,27,32,25,38
Rwdd1,126,135,80,150
Calhm5,0,1,1,0
Dse,45,55,61,59
Tspyl1,80,116,104,108
Nt5dc1,466,609,597,1015
Gm47512,12,17,9,7
Tspyl4,152,233,169,248
Col10a1,1,4,3,4
Frk,681,915,855,1301
Amd2,6,8,13,23
Hs3st5,12,4,2,9
Hdac2,144,215,136,251
Marcks,114,142,106,84
Gm57009,10,12,7,2
5930403N24Rik,3,4,4,5
Lama4,13,17,0,6
Fam229b,84,88,94,152
Tube1,10,18,24,21
Gm48486,0,2,3,0
Gm31616,0,1,2,0
Fyn,803,621,405,1060
Gm16364.1,9,28,8,13
Traf3ip2,181,239,210,344
E130307A14Rik,633,754,726,1517
Rev3l,3160,3231,3369,6501
Mfsd4b4,39,61,51,77
4930547M16Rik,11,10,12,17
Mfsd4b2,10,5,4,14
Mfsd4b3-ps,6,18,12,9
Mfsd4b5,2,6,0,5
Mfsd4b1,56,71,78,147
Slc16a10,9640,12528,11248,20819
Gm31992,17,25,24,54
Rpf2,47,104,45,134
Gtf3c6,21,20,16,20
Amd1,244,205,206,421
Cdk19,432,442,499,850
Ddo,255,330,386,606
Mettl24,32,38,68,97
Cdc40,427,531,450,885
Wasf1,52,55,34,96
Fig4,318,282,285,583
Ak9,6,4,8,5
Zbtb24,92,148,132,245
Mical1,8,9,0,1
Smpd2,39,35,26,75
Ppil6,104,175,221,262
Cd164,393,444,410,730
Ccdc162,1448,1643,1511,3142
Gm17196,1,7,6,8
5730435O14Rik,5,3,1,5
Cep57l1,205,315,289,435
BC048559,7,8,5,7
Sesn1,1236,1403,1356,2315
Armc2,38,23,28,72
1700016J18Rik,1,0,4,3
Foxo3,1456,1613,1455,4269
Afg1l,738,772,733,1232
Snx3,390,487,427,787
Ostm1,114,147,182,305
Sec63,1612,1980,1606,3385
Scml4,943,1104,913,2289
Gm34006,1,5,3,8
Gm48671,7,6,8,10
Sobp,2675,2908,2694,5426
Gm47815,1,4,6,6
Gm29246,0,3,1,4
9030612E09Rik,5,9,9,18
5430427G11Rik,5,17,20,21
Pdss2,1160,1328,1220,2408
Bend3,32,49,20,67
Gm47889,248,273,389,687
Pam16l,4,7,11,14
Mtres1,55,71,48,90
Cd24a,8,10,2,2
F930017D23Rik,1,3,0,0
Qrsl1,30,67,56,89
Rtn4ip1,86,112,68,137
Crybg1,39,61,64,73
Atg5,310,394,280,643
Prdm1,40,33,12,20
Gm35154,1,2,0,0
4930431F10Rik,0,0,0,1
Gm47392,75,72,27,96
Prep,158,206,145,353
Popdc3,1,0,3,5
Lin28b,1,0,1,0
Hace1,491,451,413,1002
D030045P18Rik,39,23,10,70
Grik2,2305,1997,1396,4819
Gm26543,12,6,6,11
Ascc3,3399,4156,3774,7513
Sim1,1366,1372,1391,2799
Lilrb4b,5,5,0,0
Lilrb4a,7,10,0,1
Gm46224,0,0,0,0
Gprc6a,16,9,13,24
Rfx6,2686,3136,3018,5504
Ros1,2,26,13,10
Dcbld1,369,406,336,621
Gopc,305,412,280,458
Nus1,200,216,179,362
Slc35f1,623,842,891,1418
Cep85l,330,255,314,627
Gm47644,13,19,15,19
Gm20597,2,0,3,4
Mcm9,499,488,472,1109
Gm47739,1,1,3,3
Asf1a,24,56,39,57
Fam184a,540,586,419,996
Man1a,2189,2472,2637,6426
Gm16998,4,10,15,16
Tbc1d32,790,816,844,1715
Msl3l2,48,47,85,81
Gja1,6,4,0,1
Hsf2,226,197,174,341
Serinc1,678,556,830,1710
Pkib,143,137,142,192
Smpdl3a,57,79,91,112
Gcc2,1053,1120,1004,1941
Lims1,895,1190,948,1953
Gm57003,0,2,1,0
Ranbp2,2301,1672,2023,4756
Ccdc138,137,198,147,425
Edar,1,2,1,6
Sh3rf3,2,5,0,1
Septin10,233,262,281,415
Sowahc,37,56,26,32
P4ha1,299,404,326,570
Mcu,721,850,610,1238
Micu1,762,856,776,1464
Dnajb12,206,213,289,472
Ddit4,45,111,52,48
Anapc16,140,209,218,358
Ascc1,385,391,381,834
Spock2,236,157,121,265
Gm51802,1,0,0,1
Chst3,20,12,1,1
Psap,437,479,472,795
Cdh23,4,7,4,8
Vsir,15,23,9,12
Slc29a3,39,35,29,31
Unc5b,6,11,2,9
Gm26947,2,2,3,2
Pcbd1,29,40,47,51
Sgpl1,276,306,293,505
Pald1,24,24,15,43
Eif4ebp2,207,276,208,326
Gm48086,32,29,17,32
Lrrc20,247,333,236,405
Gm47595,1,1,0,0
Ppa1,60,97,69,155
1700022H01Rik,5,12,5,5
Sar1a,463,315,341,911
Tysnd1,37,44,23,75
Aifm2,121,110,90,246
Macroh2a2,240,325,249,589
Col13a1,17,22,1,3
Fam241b,34,41,25,34
Neurog3,1,2,1,1
Tspan15,371,738,461,1002
Hk1,227,205,250,370
Hk1os,4,9,3,12
Supv3l1,160,180,235,482
4930507D05Rik,1,2,1,4
Vps26a,228,214,205,504
Srgn,69,92,5,14
Gm56955,60,93,135,157
Kifbp,208,218,323,481
Ddx21,224,233,172,474
Ddx50,2167,2179,2380,5597
Stox1,466,713,394,862
Ccar1,1246,1221,1089,2127
Tet1,278,236,280,457
Slc25a16,183,164,195,417
Dna2,39,36,20,44
Rufy2,554,560,530,1065
Hnrnph3,617,742,755,1360
Pbld2,68,90,73,131
Pbld1,61,68,141,178
Mypn,3,1,5,0
1700120B22Rik,4,0,1,0
Herc4,650,671,624,1426
Gm26789,0,2,2,3
Sirt1,288,192,278,533
Gm16145,1,3,0,2
Dnajc12,121,129,93,242
Ctnna3,187,216,153,356
Lrrtm3,490,622,351,1153
Gm47896,0,2,0,2
Gm31416,0,7,1,3
Gm31763,28,31,36,74
Reep3,581,606,539,1156
Jmjd1c,4254,3293,3318,8059
Nrbf2,322,257,322,807
Egr2,14,3,13,25
Ado,12,17,6,17
Gm32364,2,4,8,10
Zfp365,15,40,34,41
Rtkn2,69,74,28,108
Arid5b,1016,1302,857,1676
Cabcoco1,419,882,552,785
Tmem26,0,3,0,2
Gm33035,8,6,11,11
Gm33263,2,3,4,7
Rhobtb1,5669,6394,6580,10543
A930033H14Rik,18,22,31,35
Ank3,5844,6277,5547,10906
Ccdc6,405,487,372,656
Mrln,104,193,135,214
Slc16a9,270,347,320,500
Fam13c,170,233,153,376
Phyhipl,263,352,303,560
BB187676,4,15,2,2
Gm48021,3,1,1,1
Gm48023,1,0,0,1
4930533K18Rik,10,12,12,18
Bicc1,2068,2628,2195,3881
Gm48025,7,10,6,17
Tfam,64,65,71,113
Ube2d1,161,229,141,269
Cisd1,28,46,58,72
Ipmk,376,331,379,692
Gm34544,18,59,172,110
Zwint,1318,1342,1408,2876
Pcdh15,569,648,246,608
Gm15398,0,0,1,0
Rsph14,24,74,52,96
Gnaz,404,479,315,609
Rab36,279,314,305,491
Bcr,1198,1091,985,1922
Specc1l,1073,1218,1115,2137
Adora2a,57,46,36,92
Gucd1,110,180,167,294
Upb1,538,746,663,1227
Snrpd3,106,154,76,176
Ggt5,6,1,6,6
Susd2,1,1,1,0
Cabin1,848,1054,814,1628
Ddt,4,18,14,24
Gstt3,1,0,0,7
Gstt1,132,139,176,284
Gstt2,133,157,351,392
Mif,18,23,12,27
Gm56948,12,6,14,15
Derl3,3,5,1,5
Smarcb1,209,256,161,310
Mmp11,0,2,2,1
Chchd10,0,16,12,18
Gm5134,9,2,7,5
Zfp280b,31,35,26,41
Slc5a4b,5,0,3,1
Prmt2,94,130,112,158
S100b,3,0,1,7
Dip2a,221,243,222,470
Pcnt,549,461,498,999
1700094J05Rik,3,9,5,14
Gm9744,0,2,2,3
2610028H24Rik,22,43,61,42
Ybey,14,19,14,27
Mcm3ap,201,179,185,341
Lss,67,100,88,143
Col6a2,1,1,0,2
Col6a1,1,1,0,3
Pcbp3,1362,1448,1176,3074
Gm35721,40,22,32,101
Slc19a1,18,22,17,53
Col18a1,0,4,2,8
Gm10941,2,5,1,5
Pofut2,77,116,67,193
Adarb1,270,362,247,482
Fam207a,103,124,112,166
Itgb2,7,11,0,2
Pttg1ip,88,88,81,140
Sumo3,115,98,100,265
Ube2g2,108,135,78,226
Tspear,4,7,5,16
Lrrc3,1,3,1,2
Trpm2,39,27,33,33
Cfap410,42,59,45,96
Pfkl,74,86,68,164
Icosl,4,3,2,2
Gm47922,0,0,0,1
Gatd3a,21,33,35,34
Pwp2,26,49,30,65
Trappc10,552,557,404,982
Gm30122,39,19,16,62
Agpat3,753,790,668,1384
Rrp1,237,182,127,479
Cstb,13,28,18,35
4921516A02Rik,4,4,0,6
Pdxk,89,74,67,197
Ilvbl,40,41,48,105
Syde1,1,1,1,7
Gm47343,0,1,1,4
2610008E11Rik,280,347,341,585
Gm47015,7,5,1,12
Gm56966,4,5,1,1
Plpp2,3,5,5,0
Mier2,64,71,31,80
C2cd4c,9,3,2,14
Shc2,92,116,82,137
Gm47163,7,7,5,3
Tpgs1,16,17,7,16
Cdc34,33,29,28,66
Gzmm,13,15,13,21
Bsg,270,344,375,727
Hcn2,67,130,75,117
Polrmt,32,42,17,33
Fgf22,6,4,0,2
Rnf126,47,68,25,79
Fstl3,4,0,7,8
Palm,18,13,21,20
Misp,4,7,11,13
E130317F20Rik,44,52,69,141
Ptbp1,428,291,325,785
Plppr3,6,5,8,23
Prtn3,2,0,3,14
Med16,108,70,123,207
R3hdm4,121,160,114,180
Kiss1r,6,8,2,9
Arid3a,91,92,54,118
Wdr18,37,58,45,97
Grin3b,1,2,3,1
Tmem259,176,201,127,325
Cnn2,3,3,0,0
Abca7,250,360,233,386
Arhgap45,59,32,2,6
Polr2e,20,27,21,34
Gpx4,47,36,36,81
Sbno2,324,294,182,481
Stk11,517,358,313,770
Cbarp,228,171,151,588
Atp5d,109,83,60,180
Midn,457,263,261,854
Cirbp,217,222,226,506
Fam174c,28,35,24,48
Efna2,16,10,6,21
Pwwp3a,198,238,180,358
Ndufs7,27,31,36,70
Gamt,2,0,0,1
Dazap1,337,384,247,572
Rps15,207,339,228,275
Apc2,4,6,7,15
2310011J03Rik,32,50,38,54
Pcsk4,71,82,76,139
Reep6,63,103,64,93
Adamtsl5,3,2,0,3
Plk5,2,1,0,7
Mex3d,28,8,8,25
Mbd3,42,68,28,76
3300002P09Rik,3,3,1,1
Uqcr11,26,24,12,1
Tcf3,157,153,126,217
Atp8b3,1,1,0,2
Rexo1,251,250,199,474
